Date,Open,High,Low,Close,Adj Close,Volume
2018-06-08,11.438100,11.495200,11.003900,11.103500,11.103500,37601400
2018-06-09,11.110700,11.232300,10.758100,10.758100,10.758100,33837000
2018-06-10,10.734600,10.734600,9.372530,9.475790,9.475790,42230200
2018-06-11,9.493000,9.992350,9.309250,9.992350,9.992350,35785400
2018-06-12,10.001000,10.102200,9.033350,9.055780,9.055780,41821200
2018-06-13,9.081720,9.269130,8.691250,8.810670,8.810670,46390200
2018-06-14,8.810520,9.628630,8.810520,9.459490,9.459490,50523800
2018-06-15,9.457890,9.494940,8.902940,8.953210,8.953210,27561400
2018-06-16,8.926760,9.413220,8.926760,9.157770,9.157770,21213000
2018-06-17,9.177390,9.289080,9.062780,9.078770,9.078770,17789000
2018-06-18,9.060870,9.612070,8.964130,9.434670,9.434670,19742000
2018-06-19,9.432640,9.536820,9.177210,9.240320,9.240320,21339100
2018-06-20,9.235930,9.250190,8.936380,9.118380,9.118380,20301600
2018-06-21,9.125630,9.223800,8.912850,8.931870,8.931870,15787800
2018-06-22,8.948580,8.974140,8.119870,8.236220,8.236220,29074200
2018-06-23,8.227610,8.386870,7.952360,8.200840,8.200840,17019300
2018-06-24,8.199850,8.209120,7.254150,7.825400,7.825400,25100200
2018-06-25,7.821620,8.059340,7.573400,7.843000,7.843000,18410300
2018-06-26,7.846530,7.872950,7.266070,7.266070,7.266070,17106100
2018-06-27,7.238050,7.303240,7.137760,7.253510,7.253510,18861600
2018-06-28,7.260990,7.504210,6.770320,6.793120,6.793120,25485000
2018-06-29,6.791990,7.250370,6.730130,7.197560,7.197560,21350700
2018-06-30,7.196770,7.699900,7.151640,7.592680,7.592680,22759600
2018-07-01,7.611880,8.275940,7.607580,8.115160,8.115160,47072300
2018-07-02,8.070250,8.637000,7.843550,8.370070,8.370070,35895700
2018-07-03,8.352700,8.714550,7.960810,8.002140,8.002140,39613600
2018-07-04,8.002560,8.523160,7.820580,8.152690,8.152690,32650300
2018-07-05,8.171750,8.355760,7.977300,8.186220,8.186220,29959400
2018-07-06,8.192290,8.213970,7.879050,8.112500,8.112500,30249100
2018-07-07,8.101770,8.240400,7.664630,8.234950,8.234950,30547300
2018-07-08,8.207860,8.356820,7.827850,7.841830,7.841830,29905000
2018-07-09,7.846810,7.894150,7.183650,7.258470,7.258470,40761300
2018-07-10,7.257490,7.448250,6.854110,6.854680,6.854680,35271400
2018-07-11,6.856610,7.000510,6.679980,6.875660,6.875660,26385100
2018-07-12,6.875330,6.898690,6.548060,6.694500,6.694500,25113200
2018-07-13,6.723240,7.179670,6.713140,6.738290,6.738290,30547500
2018-07-14,6.734290,6.896460,6.718910,6.729780,6.729780,21307000
2018-07-15,6.729500,6.935280,6.675650,6.852920,6.852920,23081900
2018-07-16,6.858790,7.468400,6.803420,7.468400,7.468400,33432200
2018-07-17,7.464690,7.889800,7.231870,7.863310,7.863310,41531200
2018-07-18,7.855360,8.328560,7.778750,7.894610,7.894610,58329400
2018-07-19,7.884770,8.060900,7.513080,7.569360,7.569360,65153200
2018-07-20,7.554450,7.561570,6.733590,6.736630,6.736630,33970400
2018-07-21,6.736140,7.089610,6.641660,6.972200,6.972200,22341500
2018-07-22,6.975900,7.338740,6.867130,7.145200,7.145200,30473800
2018-07-23,7.145940,7.319350,6.794630,6.794630,6.794630,29158200
2018-07-24,6.809260,7.218790,6.733420,7.170540,7.170540,55308600
2018-07-25,7.134560,7.191500,6.989350,7.129280,7.129280,42619900
2018-07-26,7.122270,7.299140,6.843630,6.843630,6.843630,34841700
2018-07-27,6.848780,7.061460,6.784510,7.017470,7.017470,46417200
2018-07-28,7.016920,7.037410,6.846690,6.903240,6.903240,38823800
2018-07-29,6.906810,6.960210,6.798050,6.831210,6.831210,52491700
2018-07-30,6.834880,6.897880,6.604120,6.674540,6.674540,61047700
2018-07-31,6.680060,6.686300,6.031380,6.147710,6.147710,41831000
2018-08-01,6.147680,6.147680,5.781220,5.923990,5.923990,66545900
2018-08-02,5.936900,5.998100,5.529860,5.551610,5.551610,45873400
2018-08-03,5.558770,5.604210,5.194760,5.452350,5.452350,36740800
2018-08-04,5.454460,5.642580,5.336710,5.376640,5.376640,31551100
2018-08-05,5.376630,5.504890,5.318170,5.465920,5.465920,35870000
2018-08-06,5.471790,5.558460,5.211860,5.234820,5.234820,32603100
2018-08-07,5.232830,5.531240,4.962890,4.993080,4.993080,38301700
2018-08-08,4.993180,5.395670,4.323850,4.459530,4.459530,68019800
2018-08-09,4.460890,5.044670,4.406750,4.826660,4.826660,48063300
2018-08-10,4.807750,4.876790,4.331000,4.356850,4.356850,39125100
2018-08-11,4.356440,4.362010,4.059170,4.180520,4.180520,27153100
2018-08-12,4.153770,4.266040,4.017400,4.060610,4.060610,38894100
2018-08-13,4.077900,4.155770,3.557120,3.630080,3.630080,50289800
2018-08-14,3.611640,3.621690,3.269820,3.581660,3.581660,35639300
2018-08-15,3.608030,3.984350,3.564850,3.572250,3.572250,53566900
2018-08-16,3.570040,3.821820,3.530640,3.692240,3.692240,51812300
2018-08-17,3.694460,4.438190,3.686160,4.425710,4.425710,60654200
2018-08-18,4.413130,4.562500,3.858490,4.089540,4.089540,60907900
2018-08-19,4.090340,4.345730,4.002050,4.166550,4.166550,54813900
2018-08-20,4.167090,4.236740,3.679260,3.690000,3.690000,39823000
2018-08-21,3.675810,3.905050,3.654010,3.829120,3.829120,22701000
2018-08-22,3.832360,4.058140,3.519940,3.532890,3.532890,30121200
2018-08-23,3.539000,3.732540,3.503850,3.687170,3.687170,20096700
2018-08-24,3.686940,3.988450,3.633360,3.946200,3.946200,26309500
2018-08-25,3.947120,4.008370,3.698020,3.851540,3.851540,11617400
2018-08-26,3.851590,3.855210,3.691950,3.831120,3.831120,12345900
2018-08-27,3.831450,4.218560,3.777050,4.172990,4.172990,19883300
2018-08-28,4.158330,4.483540,4.142510,4.458990,4.458990,20710300
2018-08-29,4.459270,4.648830,4.280010,4.370660,4.370660,28261600
2018-08-30,4.368650,4.401090,4.010390,4.224440,4.224440,25742900
2018-08-31,4.218350,4.311380,4.152380,4.230930,4.230930,22818500
2018-09-01,4.233410,4.557970,4.221040,4.498460,4.498460,24396000
2018-09-02,4.498500,4.514940,4.189600,4.344580,4.344580,26450100
2018-09-03,4.355910,4.500000,4.227370,4.402780,4.402780,26759400
2018-09-04,4.401300,5.031410,4.400930,4.810010,4.810010,51446800
2018-09-05,4.811700,5.008920,3.801250,3.801250,3.801250,40795500
2018-09-06,3.777470,3.964680,3.528600,3.948500,3.948500,46000100
2018-09-07,3.946800,4.005150,3.685540,3.723350,3.723350,33755400
2018-09-08,3.717030,3.764960,3.379240,3.429130,3.429130,33313000
2018-09-09,3.417960,3.598840,3.332880,3.413320,3.413320,23730400
2018-09-10,3.427280,3.562900,3.371280,3.469870,3.469870,26200200
2018-09-11,3.480650,3.546020,3.079410,3.194400,3.194400,34700000
2018-09-12,3.185810,3.271730,3.064930,3.268370,3.268370,27724500
2018-09-13,3.273920,3.485410,3.241880,3.456580,3.456580,41013300
2018-09-14,3.451530,3.528210,3.404680,3.451560,3.451560,27700600
2018-09-15,3.455750,3.574230,3.440960,3.529980,3.529980,23809000
2018-09-16,3.530730,3.533870,3.335720,3.417530,3.417530,24099800
2018-09-17,3.418020,3.427220,3.075950,3.107030,3.107030,26310200
2018-09-18,3.107700,3.232900,3.078760,3.173350,3.173350,22197400
2018-09-19,3.172820,3.210540,3.035270,3.150230,3.150230,20142700
2018-09-20,3.153860,3.411420,3.153340,3.384140,3.384140,25834600
2018-09-21,3.382390,3.729840,3.357220,3.689330,3.689330,50232900
2018-09-22,3.697220,3.818440,3.437190,3.582500,3.582500,34756900
2018-09-23,3.589750,3.756550,3.561140,3.642110,3.642110,35454400
2018-09-24,3.641400,3.681230,3.375630,3.407950,3.407950,40878500
2018-09-25,3.408440,3.408440,3.233540,3.365140,3.365140,47571400
2018-09-26,3.376230,3.462460,3.299120,3.364100,3.364100,45641500
2018-09-27,3.368300,3.709720,3.319440,3.641000,3.641000,54060600
2018-09-28,3.645080,3.683880,3.467140,3.523410,3.523410,47769700
2018-09-29,3.517750,3.729640,3.437310,3.677760,3.677760,46661300
2018-09-30,3.670560,3.793830,3.635670,3.718850,3.718850,33890200
2018-10-01,3.720220,3.742870,3.543820,3.618200,3.618200,31395400
2018-10-02,3.611990,3.673290,3.541410,3.560320,3.560320,31720700
2018-10-03,3.557230,3.558010,3.388620,3.431500,3.431500,35637000
2018-10-04,3.430240,3.510920,3.419190,3.460610,3.460610,33323500
2018-10-05,3.467680,3.510820,3.423410,3.499230,3.499230,37263500
2018-10-06,3.507770,3.524760,3.416510,3.435000,3.435000,34826500
2018-10-07,3.440880,3.473650,3.414920,3.473650,3.473650,31536400
2018-10-08,3.474910,3.547920,3.474910,3.513610,3.513610,19934000
2018-10-09,3.514740,3.536500,3.444970,3.505850,3.505850,22696100
2018-10-10,3.503210,3.579420,3.463590,3.483320,3.483320,47566100
2018-10-11,3.483250,3.483250,2.988990,2.988990,2.988990,17913600
2018-10-12,2.986860,3.088020,2.972040,3.007820,3.007820,17132500
2018-10-13,3.012070,3.085130,3.012070,3.059770,3.059770,13660200
2018-10-14,3.059200,3.091840,3.004700,3.004700,3.004700,14092300
2018-10-15,3.010270,3.250570,2.982340,3.187810,3.187810,24773700
2018-10-16,3.188410,3.230780,3.131750,3.155950,3.155950,14373600
2018-10-17,3.167570,3.276150,3.107550,3.237430,3.237430,16769200
2018-10-18,3.236060,3.387090,3.181470,3.211990,3.211990,27196300
2018-10-19,3.211740,3.310470,3.167770,3.274300,3.274300,16932000
2018-10-20,3.272380,3.355210,3.253650,3.311920,3.311920,17254400
2018-10-21,3.316250,3.393660,3.312460,3.324580,3.324580,16665300
2018-10-22,3.324200,3.512960,3.288400,3.433110,3.433110,24130600
2018-10-23,3.436000,3.476750,3.344560,3.359450,3.359450,21533000
2018-10-24,3.349570,3.515850,3.344660,3.419190,3.419190,20949400
2018-10-25,3.423770,3.429130,3.303540,3.303540,3.303540,20625400
2018-10-26,3.302850,3.321300,3.258140,3.304490,3.304490,29048400
2018-10-27,3.305070,3.321010,3.177200,3.207440,3.207440,26075300
2018-10-28,3.211750,3.248160,3.191570,3.244170,3.244170,23477000
2018-10-29,3.235970,3.236260,3.060090,3.110970,3.110970,29190900
2018-10-30,3.110830,3.187850,3.093980,3.182270,3.182270,29941500
2018-10-31,3.190530,3.258360,3.096550,3.251720,3.251720,23890800
2018-11-01,3.255730,3.504840,3.214460,3.284970,3.284970,20158600
2018-11-02,3.279320,3.286910,3.210550,3.243630,3.243630,20844400
2018-11-03,3.246930,3.262180,3.183840,3.190130,3.190130,18947500
2018-11-04,3.194640,3.286610,3.188100,3.276320,3.276320,20764200
2018-11-05,3.273480,3.419240,3.250600,3.369790,3.369790,23155300
2018-11-06,3.375620,3.526270,3.358350,3.470670,3.470670,25999000
2018-11-07,3.467120,3.507130,3.398580,3.412680,3.412680,38376700
2018-11-08,3.411370,3.446710,3.317310,3.324190,3.324190,43351600
2018-11-09,3.322910,3.377880,3.294390,3.332950,3.332950,26698600
2018-11-10,3.332520,3.346810,3.303740,3.311870,3.311870,19821900
2018-11-11,3.307550,3.329580,3.147530,3.194100,3.194100,21624300
2018-11-12,3.198420,3.294670,3.154800,3.267540,3.267540,22747200
2018-11-13,3.259920,3.268170,3.151800,3.170150,3.170150,19122600
2018-11-14,3.168500,3.206510,2.657960,2.783570,2.783570,29480000
2018-11-15,2.786150,2.808430,2.589130,2.749720,2.749720,31943100
2018-11-16,2.761160,2.895900,2.668600,2.717090,2.717090,24813500
2018-11-17,2.723730,2.725720,2.659310,2.677500,2.677500,23506100
2018-11-18,2.678640,2.819090,2.678640,2.770370,2.770370,32028200
2018-11-19,2.767920,2.768490,2.189360,2.250140,2.250140,51107400
2018-11-20,2.246310,2.273570,1.714250,1.891950,1.891950,30324600
2018-11-21,1.909970,2.012130,1.843070,2.010930,2.010930,20707400
2018-11-22,2.013120,2.039380,1.827340,1.827340,1.827340,18851000
2018-11-23,1.824110,1.830350,1.645680,1.701260,1.701260,25951200
2018-11-24,1.701830,1.755690,1.461690,1.503100,1.503100,21631300
2018-11-25,1.499190,1.563290,1.312090,1.536510,1.536510,21124200
2018-11-26,1.531950,1.556360,1.351260,1.411350,1.411350,19959600
2018-11-27,1.406700,1.411450,1.316020,1.392590,1.392590,19288400
2018-11-28,1.391660,1.648300,1.391660,1.603100,1.603100,24890100
2018-11-29,1.604034,1.740254,1.529578,1.645339,1.645339,28601412
2018-11-30,1.648839,1.649519,1.437781,1.506537,1.506537,21314192
2018-12-01,1.507057,1.657724,1.479812,1.626877,1.626877,20768958
2018-12-02,1.623247,1.645262,1.596561,1.599190,1.599190,22204410
2018-12-03,1.604113,1.607562,1.420589,1.460381,1.460381,22839198
2018-12-04,1.455979,1.582235,1.420351,1.478693,1.478693,17714179
2018-12-05,1.479855,1.495427,1.368917,1.368917,1.368917,22767815
2018-12-06,1.366167,1.413953,1.232108,1.238279,1.238279,20039322
2018-12-07,1.235000,1.341215,1.135968,1.310261,1.310261,25639405
2018-12-08,1.307254,1.342891,1.220232,1.332830,1.332830,25853058
2018-12-09,1.327238,1.442900,1.278290,1.375302,1.375302,23654868
2018-12-10,1.375375,1.399772,1.302992,1.326206,1.326206,24528285
2018-12-11,1.324208,1.349831,1.270831,1.287775,1.287775,22431374
2018-12-12,1.289834,1.319557,1.248194,1.250250,1.250250,24652374
2018-12-13,1.255201,1.301262,1.168993,1.187245,1.187245,29088307
2018-12-14,1.187806,1.203591,1.087954,1.112471,1.112471,31314354
2018-12-15,1.114660,1.136825,1.083613,1.112186,1.112186,23510164
2018-12-16,1.113488,1.195969,1.109244,1.148521,1.148521,30389613
2018-12-17,1.149870,1.308759,1.140181,1.270188,1.270188,35416210
2018-12-18,1.270355,1.340735,1.213723,1.337653,1.337653,39316389
2018-12-19,1.339508,1.461365,1.318325,1.364950,1.364950,41089959
2018-12-20,1.361792,1.676406,1.351852,1.643643,1.643643,55437269
2018-12-21,1.639135,1.678655,1.470003,1.491119,1.491119,39135083
2018-12-22,1.483690,1.566323,1.472068,1.566323,1.566323,30933747
2018-12-23,1.570501,1.695585,1.568552,1.663163,1.663163,36814115
2018-12-24,1.661809,1.888683,1.593904,1.604463,1.604463,55619766
2018-12-25,1.607586,1.609486,1.422228,1.480935,1.480935,37234003
2018-12-26,1.471685,1.546033,1.429141,1.490183,1.490183,36215492
2018-12-27,1.489030,1.489030,1.314069,1.318509,1.318509,32173186
2018-12-28,1.314059,1.474076,1.300894,1.473523,1.473523,30251721
2018-12-29,1.475418,1.492629,1.410928,1.469484,1.469484,33575307
2018-12-30,1.463909,1.466868,1.389308,1.420965,1.420965,36130806
2018-12-31,1.421685,1.465474,1.342366,1.350945,1.350945,35845432
2019-01-01,1.357190,1.431843,1.338266,1.431649,1.431649,35937624
2019-01-02,1.435115,1.541659,1.435115,1.525902,1.525902,41520879
2019-01-03,1.521055,1.530909,1.452209,1.464906,1.464906,34089456
2019-01-04,1.465319,1.508380,1.433987,1.479354,1.479354,42369429
2019-01-05,1.470003,1.570150,1.469092,1.506315,1.506315,40015078
2019-01-06,1.502363,1.586474,1.473802,1.581166,1.581166,38151567
2019-01-07,1.580186,1.585511,1.489108,1.489562,1.489562,26418926
2019-01-08,1.493951,1.543924,1.466697,1.498709,1.498709,30829957
2019-01-09,1.500288,1.534501,1.500288,1.527871,1.527871,27260830
2019-01-10,1.529342,1.574310,1.269360,1.284722,1.284722,32484274
2019-01-11,1.280893,1.320374,1.266077,1.305577,1.305577,26655202
2019-01-12,1.305846,1.319544,1.285942,1.302702,1.302702,24670045
2019-01-13,1.301020,1.319673,1.196163,1.202908,1.202908,25255337
2019-01-14,1.203148,1.300540,1.198597,1.296433,1.296433,27036149
2019-01-15,1.294860,1.302935,1.238231,1.244165,1.244165,31468074
2019-01-16,1.242149,1.292218,1.236377,1.281180,1.281180,28067293
2019-01-17,1.280040,1.309032,1.267754,1.308375,1.308375,32756642
2019-01-18,1.306771,1.308807,1.253171,1.281791,1.281791,33869874
2019-01-19,1.284797,1.338439,1.268787,1.310703,1.310703,37763114
2019-01-20,1.307661,1.365133,1.241018,1.266310,1.266310,42350450
2019-01-21,1.266228,1.282097,1.247712,1.277868,1.277868,34986326
2019-01-22,1.275962,1.308629,1.259639,1.298933,1.298933,34292931
2019-01-23,1.299412,1.306373,1.260317,1.276890,1.276890,34046645
2019-01-24,1.276998,1.278807,1.256921,1.265007,1.265007,33525966
2019-01-25,1.268091,1.269064,1.234663,1.249773,1.249773,28230371
2019-01-26,1.249293,1.303251,1.243576,1.245171,1.245171,29147952
2019-01-27,1.245502,1.254349,1.137250,1.178101,1.178101,34769493
2019-01-28,1.177504,1.177504,1.081885,1.118306,1.118306,30125583
2019-01-29,1.120037,1.126114,1.083945,1.112311,1.112311,29485455
2019-01-30,1.110869,1.149706,1.106292,1.136833,1.136833,34712014
2019-01-31,1.138680,1.157910,1.082618,1.094054,1.094054,21318364
2019-02-01,1.094379,1.100816,1.052122,1.093314,1.093314,23568253
2019-02-02,1.089728,1.106316,1.077774,1.103606,1.103606,24571340
2019-02-03,1.102013,1.124971,1.087203,1.099874,1.099874,31917647
2019-02-04,1.101276,1.125097,1.098656,1.109237,1.109237,36779666
2019-02-05,1.106026,1.107255,1.074933,1.079894,1.079894,36140606
2019-02-06,1.082844,1.082844,1.011005,1.023120,1.023120,30106992
2019-02-07,1.021725,1.052613,1.014053,1.035316,1.035316,37191979
2019-02-08,1.036286,1.145308,1.033738,1.145308,1.145308,44474319
2019-02-09,1.144025,1.159380,1.124497,1.151857,1.151857,33203990
2019-02-10,1.153012,1.209592,1.150023,1.192765,1.192765,46084278
2019-02-11,1.192676,1.192676,1.148542,1.154535,1.154535,40084272
2019-02-12,1.154975,1.166181,1.134991,1.160609,1.160609,35769001
2019-02-13,1.161260,1.163063,1.131595,1.142715,1.142715,32180757
2019-02-14,1.141339,1.145968,1.113643,1.125148,1.125148,28927385
2019-02-15,1.125843,1.161853,1.121912,1.137800,1.137800,32903775
2019-02-16,1.138583,1.257186,1.138155,1.218696,1.218696,39307645
2019-02-17,1.218205,1.249637,1.176073,1.223363,1.223363,45448157
2019-02-18,1.224709,1.354180,1.214205,1.313926,1.313926,48842570
2019-02-19,1.314032,1.341082,1.285383,1.296037,1.296037,45987734
2019-02-20,1.294837,1.351612,1.285103,1.332765,1.332765,46379965
2019-02-21,1.326909,1.326909,1.247428,1.319576,1.319576,44188759
2019-02-22,1.318621,1.331507,1.286612,1.305202,1.305202,35298125
2019-02-23,1.304226,1.345358,1.274378,1.338956,1.338956,44860523
2019-02-24,1.342011,1.520044,1.267034,1.334091,1.334091,69410124
2019-02-25,1.327779,1.385998,1.296808,1.328914,1.328914,48828980
2019-02-26,1.324064,1.378296,1.296595,1.347502,1.347502,46088839
2019-02-27,1.350337,1.358828,1.283535,1.328525,1.328525,41304214
2019-02-28,1.326019,1.334600,1.303815,1.311349,1.311349,39251706
2019-03-01,1.310154,1.365708,1.309232,1.332246,1.332246,37980949
2019-03-02,1.331236,1.342710,1.269320,1.283869,1.283869,36224173
2019-03-03,1.280629,1.292037,1.236631,1.245447,1.245447,31931178
2019-03-04,1.248168,1.254768,1.153704,1.156075,1.156075,147620177
2019-03-05,1.158295,1.239170,1.155301,1.239170,1.239170,35866379
2019-03-06,1.236605,1.257231,1.216782,1.250418,1.250418,35518321
2019-03-07,1.250581,1.269259,1.244939,1.246126,1.246126,38419909
2019-03-08,1.247963,1.296931,1.232615,1.258298,1.258298,39848587
2019-03-09,1.257369,1.366184,1.253757,1.363492,1.363492,61807400
2019-03-10,1.367260,1.443527,1.345327,1.389388,1.389388,69420683
2019-03-11,1.389798,1.409270,1.328698,1.346454,1.346454,61954418
2019-03-12,1.346982,1.477233,1.285573,1.450165,1.450165,67358881
2019-03-13,1.454180,1.468266,1.406010,1.428660,1.428660,55290380
2019-03-14,1.428885,1.653985,1.402708,1.514578,1.514578,84500873
2019-03-15,1.516625,1.606644,1.495917,1.522600,1.522600,75193611
2019-03-16,1.524112,1.571620,1.508950,1.542038,1.542038,46587086
2019-03-17,1.540766,1.547238,1.490871,1.517791,1.517791,36196131
2019-03-18,1.517337,1.545583,1.461462,1.499482,1.499482,36720113
2019-03-19,1.498976,1.521265,1.478038,1.507111,1.507111,45926680
2019-03-20,1.507965,1.564028,1.467083,1.564028,1.564028,55908288
2019-03-21,1.565347,1.656381,1.503852,1.560389,1.560389,75173608
2019-03-22,1.560712,1.690776,1.554455,1.669579,1.669579,58118781
2019-03-23,1.665889,1.794096,1.650645,1.794096,1.794096,84731394
2019-03-24,1.793254,1.845762,1.721812,1.735764,1.735764,81160662
2019-03-25,1.733612,1.740125,1.620332,1.670965,1.670965,75193773
2019-03-26,1.672067,1.675692,1.579376,1.645084,1.645084,69430220
2019-03-27,1.640576,1.815419,1.635979,1.806132,1.806132,85901606
2019-03-28,1.802083,1.802554,1.744437,1.764188,1.764188,72411552
2019-03-29,1.763823,2.045351,1.762065,1.984209,1.984209,110529284
2019-03-30,1.982759,2.012952,1.846536,1.887850,1.887850,102468031
2019-03-31,1.887850,1.913115,1.840527,1.849216,1.849216,67077907
2019-04-01,1.849353,1.908510,1.794894,1.836206,1.836206,71562650
2019-04-02,1.836094,2.100926,1.820243,2.084619,2.084619,123714345
2019-04-03,2.086906,2.284858,1.971977,2.006971,2.006971,132414174
2019-04-04,2.006391,2.219961,1.982571,2.133462,2.133462,129214952
2019-04-05,2.131622,2.473017,2.131622,2.469783,2.469783,151318213
2019-04-06,2.465101,2.466778,2.313636,2.338450,2.338450,118508715
2019-04-07,2.338382,2.369604,2.275343,2.345026,2.345026,102619989
2019-04-08,2.347213,2.486369,2.223864,2.344525,2.344525,113856945
2019-04-09,2.343871,2.345299,2.217178,2.253612,2.253612,87034949
2019-04-10,2.252761,2.322028,2.223408,2.242240,2.242240,81981239
2019-04-11,2.243989,2.245174,1.904270,2.011422,2.011422,93298888
2019-04-12,2.010634,2.038101,1.882587,1.984172,1.984172,76781751
2019-04-13,1.983819,2.005942,1.914146,1.928578,1.928578,63364797
2019-04-14,1.929859,1.976067,1.843090,1.976067,1.976067,72843940
2019-04-15,1.981627,2.024083,1.824923,1.867631,1.867631,74435862
2019-04-16,1.867265,1.954503,1.844259,1.928587,1.928587,60485933
2019-04-17,1.930389,1.967596,1.892461,1.946268,1.946268,68437540
2019-04-18,1.945908,1.991532,1.931575,1.979015,1.979015,73087957
2019-04-19,1.980915,1.988723,1.921910,1.975066,1.975066,66191810
2019-04-20,1.976445,1.990010,1.932200,1.962291,1.962291,62974905
2019-04-21,1.962100,1.972679,1.788377,1.860392,1.860392,71561700
2019-04-22,1.860959,1.885295,1.822230,1.868664,1.868664,80589453
2019-04-23,1.869946,1.890977,1.764258,1.765601,1.765601,88155403
2019-04-24,1.765779,1.767403,1.585119,1.672456,1.672456,86644352
2019-04-25,1.674934,1.708229,1.439772,1.502507,1.502507,66750837
2019-04-26,1.504796,1.531297,1.446120,1.509386,1.509386,65015246
2019-04-27,1.510179,1.615885,1.478878,1.566814,1.566814,56598482
2019-04-28,1.566927,1.596073,1.508821,1.520508,1.520508,50555544
2019-04-29,1.520182,1.561013,1.460130,1.479256,1.479256,52054464
2019-04-30,1.480889,1.576389,1.480889,1.576389,1.576389,58321224
2019-05-01,1.576524,1.633228,1.573180,1.603755,1.603755,54508475
2019-05-02,1.604784,1.708909,1.579100,1.686060,1.686060,57602128
2019-05-03,1.686305,1.724875,1.640749,1.697916,1.697916,58339442
2019-05-04,1.697440,1.769297,1.584104,1.610817,1.610817,59201331
2019-05-05,1.609279,1.624935,1.573492,1.575370,1.575370,47819074
2019-05-06,1.577667,1.688189,1.517065,1.664263,1.664263,65541995
2019-05-07,1.656837,1.790319,1.638131,1.668516,1.668516,81407313
2019-05-08,1.668548,1.762922,1.629697,1.691872,1.691872,81518927
2019-05-09,1.718691,1.771956,1.610272,1.646318,1.646318,77953675
2019-05-10,1.679339,1.754545,1.573483,1.589379,1.589379,63153227
2019-05-11,1.630223,1.869539,1.592351,1.793032,1.793032,98707289
2019-05-12,1.806636,1.867398,1.629127,1.665763,1.665763,89448624
2019-05-13,1.667329,1.829978,1.656050,1.760045,1.760045,96195270
2019-05-14,1.754871,1.892844,1.684628,1.800845,1.800845,102851203
2019-05-15,1.874874,2.316229,1.776782,2.252063,2.252063,142023007
2019-05-16,2.246122,2.450656,2.082364,2.172524,2.172524,138229339
2019-05-17,2.174440,2.199046,1.837083,2.041866,2.041866,101528133
2019-05-18,2.074997,2.204431,1.792481,1.973204,1.973204,90479666
2019-05-19,1.967661,2.170958,1.890249,2.073801,2.073801,123747432
2019-05-20,2.097721,2.097721,1.886170,2.033407,2.033407,127688093
2019-05-21,2.032279,2.133429,1.992379,2.090184,2.090184,126413878
2019-05-22,2.110992,2.134103,1.942501,1.946802,1.946802,129026963
2019-05-23,1.946388,1.982531,1.833631,1.951879,1.951879,119272455
2019-05-24,1.937311,2.052818,1.928615,1.984332,1.984332,103738217
2019-05-25,1.999465,2.048055,1.970388,1.998372,1.998372,94664777
2019-05-26,2.001534,2.133123,1.945633,2.121969,2.121969,96650138
2019-05-27,2.112905,2.260421,2.090312,2.206911,2.206911,121856033
2019-05-28,2.215487,2.338258,2.174596,2.311672,2.311672,127223077
2019-05-29,2.259427,2.381517,2.126382,2.312062,2.312062,127518171
2019-05-30,2.335337,2.496355,2.091212,2.164361,2.164361,150296535
2019-05-31,2.200125,2.321879,2.087241,2.311017,2.311017,116274920
2019-06-01,2.295936,2.370909,2.236417,2.254513,2.254513,123328427
2019-06-02,2.260280,2.401650,2.252408,2.369024,2.369024,119929111
2019-06-03,2.348565,2.373799,2.123007,2.128954,2.128954,123622722
2019-06-04,2.128477,2.139511,1.953627,2.012961,2.012961,108284859
2019-06-05,2.005894,2.089318,1.976485,2.050126,2.050126,93771664
2019-06-06,2.061465,2.084502,1.816293,1.994440,1.994440,113587093
2019-06-07,2.036265,2.100516,1.877498,2.039407,2.039407,99110517
2019-06-08,2.057457,2.095746,1.914374,2.035255,2.035255,119787155
2019-06-09,2.004973,2.055181,1.771380,1.987971,1.987971,109804242
2019-06-10,1.987303,2.103956,1.947895,2.092433,2.092433,144549389
2019-06-11,2.094301,2.112775,1.835400,1.999067,1.999067,124058417
2019-06-12,2.038744,2.092443,1.898057,2.058326,2.058326,129241157
2019-06-13,2.045870,2.199171,1.989030,2.130393,2.130393,146546330
2019-06-14,2.071275,2.215673,2.012382,2.095366,2.095366,171193168
2019-06-15,2.130150,2.224640,2.053460,2.181081,2.181081,167446417
2019-06-16,2.092576,2.278672,2.084752,2.176954,2.176954,163496753
2019-06-17,2.176248,2.228194,2.109111,2.131330,2.131330,98806882
2019-06-18,2.129202,2.132505,2.020663,2.050403,2.050403,86549680
2019-06-19,2.050306,2.139839,2.041208,2.099832,2.099832,92067297
2019-06-20,2.100211,2.101960,2.023900,2.031324,2.031324,88899839
2019-06-21,2.033358,2.102099,2.030605,2.061502,2.061502,81566873
2019-06-22,2.064989,2.306675,2.053640,2.257204,2.257204,100020326
2019-06-23,2.257443,2.324575,2.176829,2.248361,2.248361,83296768
2019-06-24,2.251095,2.446919,2.193633,2.355599,2.355599,117314651
2019-06-25,2.357568,2.708877,2.283774,2.708877,2.708877,136055522
2019-06-26,2.705155,3.226600,2.560565,2.778718,2.778718,263145474
2019-06-27,2.783059,2.875145,2.227712,2.388831,2.388831,160031166
2019-06-28,2.392394,2.754865,2.320949,2.678606,2.678606,157438921
2019-06-29,2.681110,2.850345,2.571528,2.846651,2.846651,180609832
2019-06-30,2.847235,2.860180,2.478978,2.484549,2.484549,124421190
